0	1	1
1	0	2
0	2	2
3	0	4
4	1	5
3	2	5
6	1	7
7	0	8
6	2	8
9	0	10
10	1	11
9	2	11
12	1	13
13	0	14
12	2	14
15	0	16
16	1	17
15	2	17
18	1	19
19	0	20
18	2	20
21	0	22
22	1	23
21	2	23
24	1	25
25	0	26
24	2	26
27	0	28
28	1	29
27	2	29
30	1	31
31	0	32
30	2	32
33	0	34
34	1	35
33	2	35
36	1	37
37	0	38
36	2	38
39	0	40
40	1	41
39	2	41
42	1	43
43	0	44
42	2	44
45	0	46
46	1	47
45	2	47
48	1	49
49	0	50
48	2	50
51	0	52
52	1	53
51	2	53
54	1	55
55	0	56
54	2	56
57	0	58
58	1	59
57	2	59
60	1	61
61	0	62
60	2	62
63	0	64
64	1	65
63	2	65
66	1	67
67	0	68
66	2	68
69	0	70
70	1	71
69	2	71
72	1	73
73	0	74
72	2	74
75	0	76
76	1	77
75	2	77
78	1	79
79	0	80
78	2	80
81	0	82
82	1	83
81	2	83
84	1	85
85	0	86
84	2	86
87	0	88
88	1	89
87	2	89
90	1	91
91	0	92
90	2	92
93	0	94
94	1	95
93	2	95
96	1	97
97	0	98
96	2	98
99	0	100
100	1	101
99	2	101
102	1	103
103	0	104
102	2	104
105	0	106
106	1	107
105	2	107
108	1	109
109	0	110
108	2	110
111	0	112
112	1	113
111	2	113
114	1	115
115	0	116
114	2	116
117	0	118
118	1	119
117	2	119
120	1	121
121	0	122
120	2	122
123	0	124
124	1	125
123	2	125
126	1	127
127	0	128
126	2	128
129	0	130
130	1	131
129	2	131
132	1	133
133	0	134
132	2	134
135	0	136
136	1	137
135	2	137
138	1	139
139	0	140
138	2	140
141	0	142
142	1	143
141	2	143
144	1	145
145	0	146
144	2	146
147	0	148
148	1	149
147	2	149
150	1	151
151	0	152
150	2	152
153	0	154
154	1	155
153	2	155
156	1	157
157	0	158
156	2	158
159	0	160
160	1	161
159	2	161
162	1	163
163	0	164
162	2	164
165	0	166
166	1	167
165	2	167
168	1	169
169	0	170
168	2	170
171	0	172
172	1	173
171	2	173
174	1	175
175	0	176
174	2	176
177	0	178
178	1	179
177	2	179
180	1	181
181	0	182
180	2	182
183	0	184
184	1	185
183	2	185
186	1	187
187	0	188
186	2	188
189	0	190
190	1	191
189	2	191
192	1	193
193	0	194
192	2	194
195	0	196
196	1	197
195	2	197
198	1	199
199	0	200
198	2	200
201	0	202
202	1	203
201	2	203
204	1	205
205	0	206
204	2	206
207	0	208
208	1	209
207	2	209
210	1	211
211	0	212
210	2	212
213	0	214
214	1	215
213	2	215
216	1	217
217	0	218
216	2	218
219	0	220
220	1	221
219	2	221
222	1	223
223	0	224
222	2	224
225	0	226
226	1	227
225	2	227
228	1	229
229	0	230
228	2	230
231	0	232
232	1	233
231	2	233
234	1	235
235	0	236
234	2	236
237	0	238
238	1	239
237	2	239
240	1	241
241	0	242
240	2	242
243	0	244
244	1	245
243	2	245
246	1	247
247	0	248
246	2	248
249	0	250
250	1	251
249	2	251
252	1	253
253	0	254
252	2	254
255	0	256
256	1	257
255	2	257
258	1	259
259	0	260
258	2	260
261	0	262
262	1	263
261	2	263
264	1	265
265	0	266
264	2	266
267	0	268
268	1	269
267	2	269
270	1	271
271	0	272
270	2	272
273	0	274
274	1	275
273	2	275
276	1	277
277	0	278
276	2	278
279	0	280
280	1	281
279	2	281
282	1	283
283	0	284
282	2	284
285	0	286
286	1	287
285	2	287
288	1	289
289	0	290
288	2	290
291	0	292
292	1	293
291	2	293
294	1	295
295	0	296
294	2	296
297	0	298
298	1	299
297	2	299
