100	0	100
100	1	111
100	2	100
100	3	111
101	0	101
101	1	113
101	2	102
101	3	112
102	0	102
102	1	115
102	2	104
102	3	113
103	0	103
103	1	117
103	2	106
103	3	114
104	0	104
104	1	119
104	2	108
104	3	115
105	0	105
105	3	116
106	0	106
106	3	117
107	0	107
107	3	118
108	0	108
108	3	119
109	0	109
110	0	120
110	1	121
110	2	120
110	3	121
111	0	121
111	1	123
111	2	122
111	3	122
112	0	122
112	1	125
112	2	124
112	3	123
113	0	123
113	1	127
113	2	126
113	3	124
114	0	124
114	1	129
114	2	128
114	3	125
115	0	125
115	3	126
116	0	126
116	3	127
117	0	127
117	3	128
118	0	128
118	3	129
119	0	129
120	0	140
120	1	131
120	2	140
120	3	131
121	0	141
121	1	133
121	2	142
121	3	132
122	0	142
122	1	135
122	2	144
122	3	133
123	0	143
123	1	137
123	2	146
123	3	134
124	0	144
124	1	139
124	2	148
124	3	135
125	0	145
125	3	136
126	0	146
126	3	137
127	0	147
127	3	138
128	0	148
128	3	139
129	0	149
130	0	160
130	1	141
130	2	160
130	3	141
131	0	161
131	1	143
131	2	162
131	3	142
132	0	162
132	1	145
132	2	164
132	3	143
133	0	163
133	1	147
133	2	166
133	3	144
134	0	164
134	1	149
134	2	168
134	3	145
135	0	165
135	3	146
136	0	166
136	3	147
137	0	167
137	3	148
138	0	168
138	3	149
139	0	169
140	0	180
140	1	151
140	2	180
140	3	151
141	0	181
141	1	153
141	2	182
141	3	152
142	0	182
142	1	155
142	2	184
142	3	153
143	0	183
143	1	157
143	2	186
143	3	154
144	0	184
144	1	159
144	2	188
144	3	155
145	0	185
145	3	156
146	0	186
146	3	157
147	0	187
147	3	158
148	0	188
148	3	159
149	0	189
150	1	161
150	3	161
151	1	163
151	3	162
152	1	165
152	3	163
153	1	167
153	3	164
154	1	169
154	3	165
155	3	166
156	3	167
157	3	168
158	3	169
160	1	171
160	3	171
161	1	173
161	3	172
162	1	175
162	3	173
163	1	177
163	3	174
164	1	179
164	3	175
165	3	176
166	3	177
167	3	178
168	3	179
170	1	181
170	3	181
171	1	183
171	3	182
172	1	185
172	3	183
173	1	187
173	3	184
174	1	189
174	3	185
175	3	186
176	3	187
177	3	188
178	3	189
180	1	191
180	3	191
181	1	193
181	3	192
182	1	195
182	3	193
183	1	197
183	3	194
184	1	199
184	3	195
185	3	196
186	3	197
187	3	198
188	3	199
